,"tBodyAccJerk-arCoeff()-Z,2","tBodyAccJerk-arCoeff()-Z,1","tBodyAccJerk-arCoeff()-X,2",tBodyAccJerk-entropy()-Z,"tBodyAccJerk-arCoeff()-Y,4","tBodyAccJerk-arCoeff()-Y,3","tBodyAccJerk-arCoeff()-Y,1","tBodyAccJerk-arCoeff()-Y,2","tBodyAccJerk-arCoeff()-X,1","tBodyAccJerk-arCoeff()-X,4","tBodyAccJerk-arCoeff()-Z,4","tBodyAccJerk-arCoeff()-Z,3",tBodyAccJerk-mean()-Z
978,0.14952491,-0.16677828,0.26418179,0.46907106,0.571654,0.26325663,0.032713276,-0.38706702,-0.44775446,0.16555058,0.15289335,-0.2611373,0.019921723
979,0.1369261,-0.15987924,0.33830329,0.50352466,0.25552381,0.22240906,-0.26374794,-0.064999627,-0.51333127,0.23541027,-0.32485944,0.092112338,0.06610164
980,0.13888096,-0.20218191,0.44132033,0.37643635,-0.09176911,0.3647143,-0.49648952,0.09000138,-0.6137317,0.24269342,-0.23692325,0.18279591,-0.42048679
981,0.188597,-0.22393539,0.3102828,0.45905652,0.3012647,0.25932091,-0.2365981,-0.16663185,-0.5132623,0.16929788,-0.091028409,0.071386446,-0.15548606
982,0.19722915,-0.098800238,0.13206521,0.4276698,0.49219465,0.037366376,-0.29362948,0.098941754,-0.40175099,-0.065653313,-0.2517393,0.16555307,0.12020103
983,0.24633194,-0.28061818,-0.10613209,0.31118048,0.48711344,-0.22872468,-0.61014801,0.45818849,-0.38576572,-0.059664882,-0.21075844,0.030640427,-0.017282811
984,0.16782305,-0.30166911,0.56976048,0.28236804,0.35527915,0.02751641,-0.43742822,0.22177702,-0.77256242,0.23910838,-0.1355039,0.066794738,-0.19744342
985,0.27289802,-0.38808286,0.50066024,0.46135687,0.34563454,0.10593364,-0.32207276,0.044175445,-0.68299693,0.12853099,0.11377905,-0.1077833,-0.18251689
986,0.40201245,-0.44340088,0.13284186,0.47900025,0.19189734,0.27043425,-0.29562898,-0.07115861,-0.38467673,0.17754165,0.18317749,-0.27029015,-0.024924862
987,0.38311654,-0.42593801,0.13897188,0.42315225,-0.033741481,0.41091657,-0.34317389,-0.057475203,-0.42453487,0.29518662,0.11441802,-0.29258265,0.10732066
988,0.094580233,-0.28061359,0.36137721,0.44531299,0.094054928,-0.11051496,-0.72241858,0.56090456,-0.66448091,0.019280563,0.32780958,-0.20657147,0.039110439
989,0.24440778,-0.1278373,0.21476858,0.44971192,0.46119096,-0.35265741,-0.68632814,0.58796303,-0.44304533,-0.079556717,0.11259017,0.0022049266,0.1531614
990,0.13681289,-0.099095564,0.34214214,-0.41013193,0.18719616,0.31119894,0.10245854,-0.0063561735,0.36438224,0.37254071,-0.013870314,-0.062763419,-0.046177186
991,0.3668313,-0.28058847,0.07902214,-0.64284476,0.34404829,0.35697663,0.14809962,-0.3366423,0.24274113,-0.064800739,-0.039693475,-0.10133257,0.01300626
992,0.19367453,-0.04958628,0.38410115,-0.73035145,0.14815098,0.0083958029,-0.15702679,0.12238762,0.068142427,0.24721372,0.3888938,-0.15018636,0.010388752
993,0.12385634,0.31492562,0.5133345,-0.77957497,0.30725198,0.26651388,0.067458661,-0.26774434,0.15462162,0.31971925,0.28444846,0.11389526,0.0067048907
994,0.184844,0.2164806,0.2974234,-0.7656255,0.29059263,0.26115407,0.10130176,-0.29445343,0.17066896,0.1626706,0.3063086,0.13310492,-0.0040555896
995,0.42732031,-0.20234726,0.28467918,-0.68720743,0.090408254,0.13609572,0.067004152,0.044496083,0.10523464,0.0872663,0.42595036,-0.23553211,-0.018018529
996,0.39686344,-0.30477509,0.30141966,-0.67199592,0.15581599,0.079529861,0.019887269,-0.012838104,0.11026767,0.25603843,0.16100432,-0.16533711,0.013621534
997,0.080942498,0.040377841,0.19509971,-0.71335496,0.28504297,-0.088153547,-0.13756236,0.1429123,0.18327723,0.42160913,0.12854543,0.033849965,0.0040576519
998,-0.13058685,0.30535647,0.21053611,-0.79832704,0.37019347,-0.040383466,-0.11173186,0.15024715,0.19959628,0.3230188,0.12237637,0.17943623,-0.018499879
999,-0.024609414,0.24256208,-0.055819285,-0.78522962,0.36121302,0.20428047,0.049414315,-0.0083241198,0.37559836,0.2640063,0.077123052,0.24120378,0.0026299501
1000,0.063878559,0.19677402,-0.042420127,-0.7468569,0.29865943,0.52111216,0.3184502,0.058391825,0.36080989,0.11051449,0.42648155,0.12185019,0.0033292006
1001,-0.073197143,0.40253247,0.19874052,-0.79317561,0.44520298,0.57108027,0.39436795,-0.06664214,0.34122252,0.2087982,0.35502523,0.26978816,0.0029250804
1002,-0.081094721,0.064485014,-0.044220237,-0.72899771,0.57496387,0.11004736,-0.23204596,-0.14844422,0.11732461,0.21175024,0.17065664,-0.10771755,-0.010676656
1003,0.14774199,-0.39346024,0.12607753,-0.44330691,0.16805284,0.17088137,-0.33384626,0.14059157,-0.055334458,0.11709206,-0.15873626,-0.14340257,-0.14360197
1004,-0.061712762,-0.077083385,0.14311399,-0.47009043,0.24456651,0.24326581,-0.25960874,0.077579774,0.17216664,0.082818752,-0.31929166,0.31245294,0.036411679
1005,-0.29806424,0.19438013,0.24704432,-0.72290823,0.20482617,0.092996589,-0.21828268,0.15172723,0.10884584,0.24632421,0.44351874,0.20192097,0.0069893721
1006,-0.12798339,0.26630613,0.21768882,-0.72937532,0.25270977,0.15592513,-0.10230214,0.1294901,0.38737443,0.26653252,0.41429384,0.1770443,-0.0070155847
1007,-0.095281492,0.30357555,0.048295136,-0.71312098,0.25427942,0.045017305,-0.19091541,0.27550199,0.35650853,0.34478208,0.25492472,0.14218002,-0.0066389992
1008,0.2900348,-0.16871395,0.57312402,-0.50790649,0.65222008,-0.032431293,-0.26706771,0.1740562,-0.20579711,0.35678576,0.23105154,-0.12963446,-0.008653505
1009,0.28611406,-0.24551879,0.51816982,-0.3252988,0.36961152,0.2435884,-0.22550471,-0.066230867,-0.058895985,0.38690471,0.085612371,-0.17345205,0.018236204
1010,0.20926126,-0.195009,0.39816279,-0.44529597,0.32998911,0.33500452,-0.11492087,-0.26023881,0.17179399,0.19907628,-0.16221799,-0.11755809,-0.0096466389
1011,0.23906664,-0.19273503,0.37029473,-0.61601725,0.60530713,0.12083056,-0.16625928,-0.15983088,0.15467778,0.29488917,-0.11750186,-0.067972739,-0.013926856
1012,0.19291084,-0.081963371,0.274154,-0.69420977,0.42793976,0.15960493,-0.34339243,0.031874912,0.25340658,0.50107346,0.26344888,-0.16289301,0.021560115
1013,0.22624807,0.063843169,0.068678228,-0.7623516,0.47671803,0.042504684,-0.0072863015,0.13109046,0.52081735,0.63553601,0.18494843,-0.17149542,0.0028306448
1014,0.37845399,-0.17999678,0.30468781,-0.73477282,0.4602464,0.2652239,-0.072986339,0.12636395,0.27077849,0.4859585,0.20108141,-0.13361795,-0.046414771
1015,0.14530825,0.033984881,0.44171434,-0.64382278,0.56091229,0.080858698,-0.12569597,0.33199724,0.17741616,0.42275497,0.075919096,0.176094,0.017891201
1016,0.050282568,0.26286904,0.38073082,-0.68278334,0.57134076,-0.098608624,-0.151923,0.3042305,0.23313335,0.31169776,-0.017010329,0.29105404,0.036817365
1017,0.0047623124,0.46498077,0.25048312,-0.71335496,0.37238669,-0.23716419,-0.37269081,0.26187343,0.23404398,0.41059196,0.054772401,0.33731069,-0.039345057
1018,0.051128944,0.058886684,0.38390225,-0.65097781,0.15309002,0.1609571,-0.11874812,-0.14804169,-0.10479343,0.34002321,0.090820317,0.08210908,-0.019407439
1019,0.029790985,-0.093292442,0.24005432,-0.68588656,0.33322718,0.0052101123,-0.099676302,-0.29689264,0.20383399,0.36619429,0.26312676,-0.14697353,0.012082088
1020,-0.46532798,-0.068218363,-0.17218781,-0.49300732,0.19313064,0.16589551,-0.069096777,-0.14378106,0.24210056,0.2700505,0.35489616,-0.079625233,-0.038832608
1021,0.025971192,0.28455556,0.079221644,-0.7265993,0.44994415,0.11165158,0.058895404,0.21889262,0.41806307,0.36863249,0.12265373,0.14463167,0.032416819
1022,0.050977761,-0.11606055,0.21197276,-0.68156739,0.1808336,0.0059269221,-0.47991033,0.46385148,0.19835137,0.13083917,-0.20646458,-0.011217381,-0.074556804
1023,-0.25400511,-0.052284471,0.46902414,-0.47708244,-0.065538887,0.64423375,-0.13234791,0.0022950596,-0.084701208,0.11604135,-0.17560355,0.084135035,-0.0045234653
1024,-0.349165,0.099380732,0.23985959,-0.47383025,0.0013084659,0.58937404,0.041579428,0.010900529,0.10603413,0.15678288,0.072430148,0.28751643,0.050580333
1025,0.14141581,0.13314659,-0.030721196,-0.74704246,0.2203333,0.1396745,-0.099583359,0.17042683,0.17004563,0.124639,0.50627771,0.084909053,0.0083971294
1026,0.28954485,0.065801874,0.31967229,-0.79438181,0.65839009,0.30102202,0.1799337,0.044412326,0.13712536,0.50746474,0.20039246,0.18134092,0.0098597425
1027,0.15632809,0.051702229,0.15010006,-0.64147492,0.57846935,0.30810487,0.17094474,-0.078285852,0.41093909,0.36744187,0.033136092,-0.010500228,0.0096826583
1028,0.3858285,-0.39830054,0.26341059,-0.42509225,0.46699934,0.38631737,0.039395049,0.075186435,0.22004351,-0.084866419,0.39017579,-0.48904992,-0.0096377354
1029,0.46006881,-0.56143497,0.43990887,-0.30236869,0.57709037,0.024077928,-0.19828308,0.23976638,0.11875352,0.078682415,0.55311396,-0.63077409,0.023609221
1030,0.011545445,-0.27572274,0.29315343,-0.39770359,0.48492571,-0.050959558,-0.20457712,0.34687511,0.22193742,0.1538028,0.42068218,-0.11454895,0.0029038886
1031,-0.0042829939,0.07991031,0.31831381,-0.56174995,0.46929716,0.061788778,-0.1584704,0.38431552,-0.07629284,0.15065215,0.39514614,0.014470972,-0.046176474
1032,0.20614409,0.17176462,0.25848111,-0.59739107,0.67227057,0.24376175,-0.049241722,-0.1033031,0.15154736,0.32146533,0.48227336,-0.0071755961,0.0014689113
1033,-0.15784681,0.13176802,0.37105216,-0.54632129,0.6958726,0.041260581,-0.098679932,-0.10711184,0.13802025,0.33621066,0.08707932,0.11734143,-0.0046641377
1034,-0.053858343,-0.063132317,0.37225057,-0.35138602,0.56559414,0.1600176,0.046666399,0.034322027,0.1366322,0.37911922,-0.16136554,-0.13398334,0.07599777
1035,-0.19838636,-0.082911809,0.096295186,-0.194174,-0.55751572,0.82842003,-0.28985222,-0.15515155,0.097216386,0.13763438,0.18751162,-0.073571694,0.17683474
1036,-0.076243805,0.1363904,0.52600861,-0.41923958,-0.077720355,0.52194875,-0.16827943,-0.12165417,-0.18425906,0.5720035,0.42909293,-0.10121206,-0.031207193
1037,-0.022129141,0.035328789,0.47164886,-0.43445919,-0.092744913,0.48011021,-0.090087556,-0.21695522,-0.070504194,0.66144058,0.67937167,-0.15619193,0.025507452
1038,0.1430784,0.27209494,0.3051991,-0.51514563,0.19536477,0.33625609,0.19954385,0.1401557,0.18035831,0.45200326,0.4736952,0.079624622,-0.0042047823
1039,0.88506613,-0.7847683,0.36541889,-0.32362127,0.50593071,-0.31588431,-0.57429484,0.51131518,-0.37906831,0.41993938,0.53186666,-0.8240995,-0.017764889
1040,0.70229141,-0.55294102,0.42344645,-0.1559634,0.24499868,0.62594588,-0.15213386,-0.0042630001,-0.36053419,0.13008563,0.57552724,-0.54809225,0.048579185
1042,0.046933138,-0.16579549,0.06047644,-0.57187395,0.34029976,0.57639661,0.10077958,0.026799257,0.0030987762,0.03485021,0.017943116,-0.053323264,-0.040726352
1043,0.03977468,0.021805443,0.2329187,-0.56298389,0.2552504,0.47970792,0.10864829,0.15901465,0.059770276,0.26764284,0.38109325,0.0097456467,-0.02556647
1044,0.083392095,0.12031786,0.27940591,-0.56298389,0.15601829,0.52518008,0.41431274,0.11550063,0.094421493,0.19428182,0.38162381,0.092003103,-0.0054805981
1045,0.15595697,0.2487782,0.25464501,-0.67733217,0.39688543,0.69954918,0.50578741,0.23303443,0.081913988,-0.0031205396,0.24924957,0.16504625,0.0027224137
1046,0.25275211,0.1822427,0.12424185,-0.69298687,0.37783741,0.50930431,0.26890687,0.27084156,0.17422451,0.056466547,0.30726915,-0.088287093,0.0077165293
1047,0.0898444,0.27555392,0.29222875,-0.61444003,0.18585667,0.30748881,0.046375036,0.2965607,0.037505538,0.17311472,0.34861761,0.16613513,0.011990042
1048,-0.1882872,0.38539623,0.27815262,-0.58439077,0.28517955,0.14442757,0.00055014806,0.32163038,0.075893555,0.3318523,0.44566945,0.40719336,-0.0041971017
1049,0.075051153,-0.039024543,0.41470409,-0.21472065,0.24435218,0.30158506,-0.019879695,0.11896391,-0.43606789,0.084014375,0.26255374,-0.052399376,-0.048888906
1050,-0.10271402,0.090049426,0.20192211,-0.16651492,0.51701357,0.4375208,0.051991565,0.15093534,-0.16772586,-0.14333933,0.15442242,0.23443785,0.10770317
1051,-0.09454214,0.1242319,0.32710732,-0.23522838,0.56161669,0.58809765,0.18879279,-0.12375545,-0.25002581,0.018716878,0.27035661,-0.009377212,0.040532141
1052,-0.056148803,0.14546841,0.51337136,-0.35793253,0.42236745,0.64875062,0.19028341,-0.25939608,-0.44956137,-0.11558329,0.32988025,0.02601696,0.030084317
1053,-0.044153285,0.25041795,0.29293063,-0.58325943,0.35945719,0.27905456,-0.0056983624,0.24755699,-0.057952887,0.38327239,0.26033068,0.37868932,0.014782491
1054,0.0028703651,0.33221763,0.26916268,-0.59156223,0.18222248,0.2905852,-0.028696505,0.25217715,-0.14048028,0.168699,0.30247739,0.24028659,-0.0018051949
1055,0.088407268,0.22604291,0.22586275,-0.59008444,0.32507451,0.26013592,-0.016673285,0.15151213,-0.1815765,-0.072682351,0.30464701,0.11766486,0.0045530851
1056,0.24961086,0.19890443,0.1363216,-0.57739421,0.48275824,0.24679699,-0.082670828,0.1217433,0.16962003,0.18327091,0.33128932,0.17214393,0.010059238
1057,0.18538829,0.39067358,0.065911288,-0.5872178,0.48099799,0.24311768,0.05617609,0.10448566,0.14313789,0.11244272,0.43232624,0.27805104,-0.031710292
1058,0.10870694,-0.017374494,0.14357348,-0.59008444,0.38623304,0.31550821,0.03881417,0.060583907,0.13387192,0.24841742,0.049504341,0.089712137,-0.016003986
1059,0.29207016,-0.1596694,0.19450773,-0.58107443,0.44017307,0.50218645,0.10304889,-0.042633846,0.34696891,0.27977832,0.032481661,-0.18923392,0.018894374
1060,0.092436756,0.2357905,0.21189576,-0.61195626,0.59307718,0.41516087,0.15778984,-0.059844905,0.30274118,0.42636048,0.081348073,0.016773837,0.010923177
1061,-0.056225604,0.29558003,-0.0019836064,-0.7489474,0.40638646,0.59976189,0.14400056,0.028957938,0.22247337,0.35943236,0.25548323,-0.0044203462,0.0083480582
1063,0.010075033,0.1598301,0.017337873,-0.44233457,0.54135486,0.48842418,0.10845722,0.053003279,0.010239429,-0.038642348,0.13294145,0.060254714,0.069554521
1064,0.12219415,0.11649496,0.24178505,-0.64339762,0.5430368,0.017322991,-0.1472637,0.35348968,-0.059871155,0.25106095,0.10631362,0.10758215,-0.032523745
1065,0.16745707,0.038252984,0.29352384,-0.61580561,0.35367436,0.38465071,-0.039878227,0.10192617,-0.042306333,0.32499105,0.33130812,-0.049964306,-0.0019725791
1066,0.25754987,0.16566278,0.35808204,-0.65407109,0.16264256,0.72550558,0.19745457,-0.0041065623,0.057080654,0.30898966,0.42577039,0.035473598,0.009574962
1067,0.14548945,0.070461714,0.35165174,-0.68278334,0.62520018,0.39678921,0.20090726,-0.15615937,-0.1692708,0.080166276,0.21653131,0.057368036,-0.0065002741
1068,0.14351272,0.029160236,0.48101328,-0.71309633,0.69988008,0.35460792,0.29623187,-0.064090978,-0.38385172,-0.058547102,0.34259406,0.07375277,-0.0023572355
1069,0.18281281,0.017838082,0.34943007,-0.75359703,0.78654024,0.34647904,0.40863444,-0.0084929144,-0.050612079,0.32356297,0.33573281,-0.12334314,0.018916868
1070,0.22859223,-0.039129991,0.05694899,-0.70066386,0.5261201,0.50585178,0.19132383,0.091762476,-0.13658565,0.23641244,0.35269514,-0.32651011,0.0068056138
1071,0.20446488,0.0010676919,0.061285459,-0.66128411,0.42534272,0.34888042,0.045066172,0.31698731,-0.18869226,0.18100803,0.13638594,-0.19707233,-0.0067668825
1072,0.25113309,0.075632678,0.29258544,-0.72607588,0.32733299,0.22060189,-0.023831401,0.34625436,-0.14339795,0.2074531,0.10518152,-0.13571923,-0.005161995
1073,0.20907704,0.29531571,0.25092742,-0.73947567,0.28267527,0.24891147,-0.088163793,0.28642515,0.13665449,0.27038999,0.34952825,0.070301672,-0.0013207912
1074,0.27241056,0.061551767,0.19467782,-0.68760941,0.36373096,0.14599321,-0.072337944,0.4873673,0.042546656,0.099732336,0.27769269,0.11214239,-0.0028605917
1075,0.41291033,-0.021167547,0.46678867,-0.63946504,0.64127117,0.065870089,0.031890271,0.33050063,-0.23316498,0.21741266,0.1354591,-0.028001114,-0.016202332
1076,0.082546751,0.084210676,-0.049132904,-0.56096871,0.69226652,0.13910047,-0.040482095,0.12946635,0.12703687,0.048191514,-0.0079793784,0.090172897,-0.020920726
1077,0.30664732,-0.42975379,0.10141612,0.38681028,0.20095852,0.30015149,-0.32914754,0.028239928,-0.16894258,0.20890982,0.081322171,-0.14438863,-0.091407242
1078,0.16912876,-0.20600734,0.47157117,0.49220992,0.1715442,0.15318673,-0.38833287,0.1553205,-0.33840214,0.23003465,-0.049651716,0.066589863,-0.07587756
1079,0.12505517,-0.2028965,0.60784075,0.48583637,-0.0060724721,0.26602776,-0.47003823,0.31514939,-0.42526128,0.29836159,-0.012521678,0.076015902,-0.069017649
1080,-0.11843316,-0.048059841,0.26389009,0.33547838,0.032370997,0.31779652,-0.37884463,0.23602226,-0.2076909,0.053575784,-0.12743977,0.21092093,-0.081126985
1081,-0.0094054283,-0.061734079,-0.077567114,0.35742788,-0.0054366047,0.48953455,-0.30490629,0.044805906,0.1344578,0.21617895,-0.0009426715,0.063965122,0.052372657
1082,0.10179369,-0.18547926,-0.11295101,0.3451834,0.061330436,0.55484219,-0.20629725,-0.032195222,0.15039409,0.22688441,0.023503751,-0.027535041,-0.0035947765
1083,0.24032679,-0.30429911,0.28222885,0.25970978,0.1544938,0.4391968,-0.26829843,0.10580994,-0.1952737,0.11992746,0.012528085,-0.08960298,0.083113868
1084,-0.11199137,0.0080905722,0.5427371,0.19847969,0.2136595,0.3059162,-0.29589162,0.12551737,-0.46832335,0.29699342,0.04699299,0.21583284,0.033424217
1085,-0.33736655,0.039074632,0.54024248,0.13170101,0.29327998,0.47966575,-0.12179058,-0.081419288,-0.47339691,0.38711724,-0.26123339,0.55448964,-0.15508915
1086,0.08784323,-0.25776013,0.59030658,0.23920297,0.36214524,0.43263217,-0.092383848,-0.025903299,-0.4153443,0.26361114,-0.19835322,0.14810164,0.059634329
1087,-0.0015328708,-0.15481953,0.31989233,0.40757643,0.25396883,0.20152951,-0.23442888,0.10809825,-0.31516889,-0.14044251,-0.0020204926,0.1778611,0.21381727
1088,-0.10863378,0.038790643,0.29864346,0.40364846,0.068796303,0.069313303,-0.43078102,0.31698183,-0.22084807,0.26147418,0.097885245,0.32127211,-0.0030397042
1089,-0.026419429,0.003328419,0.37655607,0.37388994,-0.045100816,-0.001394637,-0.62254252,0.52536896,-0.19092253,0.34213747,-0.023064193,0.29666158,-0.15412092
1090,0.030555962,0.031340443,0.38546603,0.42966951,0.031936484,0.037013354,-0.56015135,0.4833417,-0.17399996,0.092714445,0.1799274,0.20619575,-0.1358525
1091,-0.047942394,-0.021920478,0.31327604,0.4474984,0.096562991,0.30560897,-0.29693848,0.19579647,-0.23722577,-0.056957244,0.018727243,0.26069526,0.025379138
1092,-0.10437181,-0.030471966,0.34703845,0.33975515,-0.077775354,0.56334539,-0.37562905,0.060970748,-0.34076472,0.11120992,0.34167335,0.1797644,0.083827191
1093,0.011295115,-0.10620948,0.38021059,0.35404647,-0.1371072,0.37260995,-0.44837219,0.1766793,-0.34738686,-0.0034197836,0.15371131,0.11533225,-0.064593978
1094,0.0029145938,-0.10265488,0.5395814,0.4453392,-0.031506532,0.12022601,-0.50509932,0.35195336,-0.42390651,0.00048891677,-0.11898972,0.16946787,0.045802705
1095,-0.031540685,-0.039466655,0.43190606,0.52027829,0.046669578,-0.049367032,-0.54555825,0.52500923,-0.40781051,-0.14788561,-0.27633881,0.2556089,0.25422998
1096,-0.038606426,0.1564801,0.061318462,0.46011184,0.27895221,0.32718524,-0.079524365,-0.016323589,-0.21584804,-0.21178982,-0.18031335,0.33704059,-0.050295919
1097,0.0068326951,0.049323021,0.29520979,0.45316507,0.51305687,0.2717977,0.015898052,-0.067299114,-0.27164619,-0.12735479,-0.084565698,0.15084343,-0.27465585
1098,0.10191556,-0.061459337,0.59080988,0.53379078,0.38916443,0.24584642,-0.095111303,0.042667672,-0.38071413,0.10065953,0.036530912,0.09085258,-0.030801406
1099,0.038978687,0.036930703,0.39179486,0.46696591,0.11375549,0.44746455,-0.15423446,0.0311012,-0.30518851,-0.052516633,-0.013955377,0.22776174,0.17507065
1100,0.16208172,-0.23204517,0.18247048,0.37618979,-0.052317392,0.42596977,-0.27145803,0.18331303,-0.27521697,-0.24122541,-0.2220202,0.10588944,0.039640454
1101,0.36550903,-0.37325772,0.25262511,0.45886921,0.038300939,0.20395374,-0.38099325,0.29632467,-0.20750365,-0.17962978,-0.13894564,-0.10184293,0.020238408
1102,0.14407729,-0.19064271,0.21980346,0.42219886,0.052624399,0.38514174,-0.273264,0.14330667,-0.11913812,-0.060351077,-0.09877463,0.053953802,0.17335503
1103,0.0068630592,-0.039341243,0.10652247,0.29034254,0.034286356,0.47917332,-0.22163262,0.061229218,-0.13610382,-0.072745606,0.1947538,0.14538737,-0.065673232
1104,0.23823226,-0.25350363,0.26246392,0.38246145,-0.018991459,0.32087736,-0.40533856,0.27330644,-0.24055495,-0.3019197,0.24074608,-0.14330724,-0.20362075
1105,0.44788446,-0.45463942,0.43487223,0.33790411,0.29160944,0.13377313,-0.25870615,0.26614383,-0.28776143,0.025776998,0.28112426,-0.4174601,-0.10566068
1106,0.074400286,-0.084906695,0.086311187,0.29144038,0.59132215,0.40332123,-0.035461222,-0.22209267,-0.38554642,-0.078021022,0.44592086,0.14506342,0.0048111694
1107,0.13709581,0.11066426,0.16383638,0.30360456,0.43876638,0.45381616,-0.19610758,-0.12547829,-0.39003818,0.0062883193,0.77585746,-0.0052918055,0.057132418
1108,0.062030038,0.083839933,0.12731385,0.4345132,0.34679212,0.47589283,-0.1966416,-0.044740323,-0.36102107,0.11286518,0.67646043,0.022378584,0.11659411
1109,-0.12609419,-0.018352125,0.24966319,0.52248076,0.21883591,0.51100146,-0.31023551,-0.032892768,-0.51420739,-0.042779928,0.32202473,0.35619181,0.027871566
1112,0.10381007,-0.067263445,0.13096199,0.35164595,0.48297538,0.265491,-0.27632197,0.083724164,-0.35848273,-0.12417523,0.23474077,0.21867851,0.018295703
1113,0.31388839,-0.13978898,0.044969307,0.29054134,0.50045682,0.14471355,-0.27608677,0.15381328,-0.28681977,-0.24772798,0.37510551,-0.056074197,0.018968578
1114,0.2086475,-0.091967235,0.1166292,0.41289745,0.56621521,0.094344582,-0.3327091,0.12013128,-0.32504435,-0.039227606,0.37703549,-0.091758396,-0.25574478
1115,0.24193518,-0.00017965806,0.20143932,0.47421969,0.42471798,0.44159954,-0.1388645,-0.052098554,-0.32781879,0.12887784,0.21530526,0.025149712,-0.037942265
1116,0.27934047,-0.22387633,0.1401433,0.43923731,0.26889699,0.48428714,-0.11433495,-0.23917411,-0.23581277,0.04728546,-0.18005921,0.022462301,0.088872374
1117,0.0200353,0.082370328,0.15576132,0.33135928,0.56541646,0.18215532,-0.24490884,-0.1931087,-0.36821752,-0.090895641,0.045339527,0.11873012,0.14042373
1118,0.28806534,0.086165785,0.04918792,0.47967107,0.51110648,0.1998023,-0.33350602,0.010731703,-0.25158317,-0.070653807,0.90556787,-0.19573879,0.091359074
1119,0.28783806,-0.0043317264,-0.026362231,0.53941802,0.47183252,0.41789294,-0.15465118,-0.10709825,-0.14698641,0.014134691,0.86019917,-0.21071446,0.0022141765
1120,0.27532477,-0.1758031,0.061529205,0.43884244,0.28560992,0.59961014,-0.069640179,-0.17429238,-0.24889856,0.094128217,0.54467973,-0.12896904,0.064506594
1121,0.47604185,-0.13018561,0.51691382,0.42308013,0.4122098,0.15620311,-0.36431486,0.1807853,-0.63888862,-0.0106897,0.46837781,-0.16735491,-0.18227775
1122,0.10536646,0.16695563,0.44825342,0.34377328,0.61163148,0.066954805,-0.25543623,0.030886662,-0.53996342,0.027574416,0.44588883,0.18797813,-0.23259678
1123,0.15921664,0.27113392,0.41287659,0.4783705,0.57903755,-0.11295735,-0.37945226,0.3637436,-0.58461918,0.065887871,0.59957607,0.22890436,-0.098832703
1124,0.10160886,0.057022329,0.30270358,0.42258014,0.37419369,-0.051108524,-0.44281288,0.31233454,-0.43186078,0.19916629,0.3458672,0.0013335556,0.079737855
1125,0.12356113,0.086406938,-0.041760372,0.48339293,0.61136639,0.15269507,-0.18756262,-0.099073642,-0.17437925,-0.01547245,0.41055969,-0.046253292,0.24854106
1126,0.17806455,0.1393223,-0.10431937,0.44512382,0.7898879,0.29467353,0.075491332,-0.50786447,-0.14639691,-0.071490602,0.38064641,0.12352335,0.098493614
1127,0.25427964,-0.25832331,0.17196926,0.39162425,0.67744921,0.21568565,0.045315854,-0.60345478,-0.40493112,0.090810755,0.22596456,-0.027486275,0.060083768
1128,0.22069824,-0.24522486,0.092885947,0.24587133,0.35143816,0.40864153,-0.25634826,-0.10841001,-0.38559019,-0.11130725,0.43038219,-0.19462308,-0.041821106
1129,0.099211559,0.045342853,0.26646452,0.36078129,0.57401015,0.30314513,-0.13546754,-0.01731823,-0.35774535,-0.18088075,0.10630707,0.33866027,-0.11741896
1130,0.19063247,-0.37311017,0.45784566,0.24949187,0.022882647,0.45645927,-0.31351757,-0.072989775,-0.69828842,0.1325112,0.20624967,-0.22658309,-0.23430656
1131,-0.017406064,-0.1973139,0.40920393,0.24250822,0.21743293,0.48102479,-0.19385559,-0.20872789,-0.66138045,0.12170591,0.33691844,-0.091458338,0.13618605
1132,-0.27259729,-0.037528825,0.49945063,0.3374972,-0.19789186,0.3376867,-0.6280682,0.26808821,-0.70994385,-0.041779691,0.56081487,-0.045697574,0.17682179
1133,-0.26942259,-0.07238446,0.3702172,0.42998713,0.30932179,0.269471,-0.28228504,-0.079273124,-0.56896358,0.13475786,0.554561,-0.096462387,-0.038031371
1134,-0.1447323,-0.077979871,0.2337772,0.43855904,0.46988773,0.29264649,-0.062953125,-0.41484129,-0.51365176,0.016044207,0.36918992,0.0025791259,0.022145264
1135,-0.17793872,-0.0036932201,0.41884306,0.41141232,0.13941979,0.51714404,-0.22506702,-0.1867735,-0.73150096,-0.1400729,0.33188263,0.20752733,0.096918493
1136,-0.22102385,-0.085326225,0.79059526,0.34908852,0.42951368,0.33968368,-0.22061597,-0.068251978,-0.89988013,0.073354785,0.19302371,0.19646335,-0.03854377
1137,0.0077961407,-0.17965127,0.36252108,0.36318927,0.26031244,0.26048161,-0.30710077,0.080866268,-0.57799822,0.0099490135,0.36552862,0.008965955,-0.037552211
1138,0.095811193,-0.11808626,0.074875498,0.4796646,0.32903002,0.11083598,-0.36473429,0.22946604,-0.36752164,0.021106771,0.55677476,-0.086469039,0.060044246
1139,0.021013489,-0.19695842,0.42375246,0.33233744,0.25506208,0.17392826,-0.33505183,0.020724392,-0.63086953,0.13273144,-0.043675932,0.18062348,-0.068179177
1140,-0.015121762,-0.26319198,0.015760661,0.43398565,0.25533915,0.35478268,-0.31318198,0.0075323829,-0.47860067,0.11055193,0.159879,-0.058755777,0.24413758
